seqnames,start,end,width,strand,Conc,Conc_E50h,Conc_GM3D,Fold,p.value,FDR,feature_id,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,distanceToTSS
5,25876416,25877128,713,*,9.31,9.6,8.93,0.67,1.44e-7,6.42e-7,E50h_GM3D_25350,Promoter (<=1kb),5,25875394,25875465,72,2,AT5G64735,-951
1,3278622,3279009,388,*,7.32,7.79,6.6,1.19,1.44e-7,6.42e-7,E50h_GM3D_775,Promoter (<=1kb),1,3275891,3278697,2807,2,AT1G10040,0
2,11208028,11208425,398,*,7.22,7.75,6.37,1.37,1.44e-7,6.43e-7,E50h_GM3D_8723,Promoter (1-2kb),2,11205389,11206287,899,2,AT2G26320,-1741
3,4135198,4135574,377,*,7.93,8.33,7.38,0.94,1.46e-7,6.49e-7,E50h_GM3D_11982,Promoter (<=1kb),3,4132528,4135134,2607,2,AT3G12950,-64
1,20198902,20199599,698,*,9.29,9.6,8.89,0.7,1.46e-7,6.5e-7,E50h_GM3D_4157,Promoter (<=1kb),1,20195264,20199130,3867,2,AT1G54100,0
3,8496434,8496741,308,*,6.6,5.67,7.16,-1.49,1.47e-7,6.54e-7,E50h_GM3D_13076,Promoter (<=1kb),3,8496440,8497281,842,2,AT3G23633,540
5,16575646,16575940,295,*,8.1,7.58,8.49,-0.91,1.47e-7,6.56e-7,E50h_GM3D_22929,Distal Intergenic,5,16572025,16572189,165,2,AT5G41401,-3457
2,10413555,10414055,501,*,6.96,7.49,6.11,1.38,1.48e-7,6.6e-7,E50h_GM3D_8518,Promoter (1-2kb),2,10415432,10419783,4352,1,AT2G24520,-1377
2,2170494,2171126,633,*,7.08,7.6,6.24,1.36,1.49e-7,6.62e-7,E50h_GM3D_7190,Promoter (<=1kb),2,2169305,2170528,1224,2,AT2G05752,0
4,7142362,7142662,301,*,8.29,8.65,7.81,0.84,1.49e-7,6.62e-7,E50h_GM3D_16821,Promoter (<=1kb),4,7142303,7142434,132,1,AT4G11876,59
1,26364714,26366511,1798,*,10.51,10.74,10.23,0.51,1.49e-7,6.65e-7,E50h_GM3D_5667,Promoter (<=1kb),1,26363093,26364759,1667,2,AT1G70000,0
4,13504657,13505414,758,*,9.56,9.82,9.23,0.59,1.5e-7,6.67e-7,E50h_GM3D_18417,Promoter (<=1kb),4,13503086,13504780,1695,2,AT4G26860,0
5,6141463,6141842,380,*,6.46,7.05,5.46,1.59,1.5e-7,6.68e-7,E50h_GM3D_21283,Promoter (2-3kb),5,6141778,6143886,2109,2,AT5G18510,2044
5,15632325,15632828,504,*,8.69,8.23,9.03,-0.81,1.5e-7,6.68e-7,E50h_GM3D_22703,Promoter (1-2kb),5,15634586,15636065,1480,1,AT5G39050,-1758
2,10806644,10806847,204,*,5.76,6.49,4.21,2.29,1.51e-7,6.72e-7,E50h_GM3D_8617,Promoter (<=1kb),2,10806680,10809945,3266,1,AT2G25370,0
2,8917549,8917784,236,*,6.17,6.8,5.02,1.78,1.51e-7,6.74e-7,E50h_GM3D_8109,Promoter (2-3kb),2,8920467,8923173,2707,1,AT2G20680,-2683
4,11977366,11977697,332,*,6.43,5.39,7.03,-1.63,1.52e-7,6.74e-7,E50h_GM3D_18028,Promoter (<=1kb),4,11975031,11976748,1718,2,AT4G22790,-618
3,22351123,22351425,303,*,6.42,5.41,7.01,-1.6,1.52e-7,6.75e-7,E50h_GM3D_15536,Promoter (1-2kb),3,22349527,22350371,845,1,AT3G60490,1596
4,5709119,5710114,996,*,9.95,9.63,10.22,-0.59,1.52e-7,6.76e-7,E50h_GM3D_16510,Promoter (2-3kb),4,5712346,5713384,1039,1,AT4G08910,-2232
2,14283722,14284388,667,*,7.96,8.38,7.38,1,1.52e-7,6.77e-7,E50h_GM3D_9528,Promoter (<=1kb),2,14277558,14283040,5483,2,AT2G33770,-682
1,17906775,17907329,555,*,8.85,9.17,8.43,0.74,1.53e-7,6.82e-7,E50h_GM3D_3647,Promoter (<=1kb),1,17902636,17906806,4171,2,AT1G48430,0
1,28365059,28365419,361,*,7.29,6.59,7.76,-1.17,1.54e-7,6.82e-7,E50h_GM3D_6186,Promoter (<=1kb),1,28366027,28367652,1626,1,AT1G75540,-608
3,6758509,6759818,1310,*,9.35,9.63,8.99,0.64,1.54e-7,6.85e-7,E50h_GM3D_12647,Promoter (<=1kb),3,6754615,6758261,3647,2,AT3G19490,-248
4,657601,657970,370,*,7.35,7.84,6.59,1.25,1.54e-7,6.85e-7,E50h_GM3D_15992,Promoter (1-2kb),4,656407,659178,2772,2,AT4G01520,1208
4,2169966,2170327,362,*,6.98,7.51,6.13,1.38,1.55e-7,6.87e-7,E50h_GM3D_16258,Promoter (2-3kb),4,2166973,2167980,1008,1,AT4G04404,2993
3,2155696,2156834,1139,*,9.41,9.06,9.69,-0.63,1.55e-7,6.87e-7,E50h_GM3D_11505,Promoter (<=1kb),3,2156862,2157850,989,1,AT3G06840,-28
1,4988893,4989111,219,*,7.26,7.73,6.56,1.17,1.55e-7,6.88e-7,E50h_GM3D_1206,Promoter (<=1kb),1,4989562,4992732,3171,1,AT1G14580,-451
3,21708850,21709277,428,*,8.3,8.66,7.81,0.85,1.55e-7,6.9e-7,E50h_GM3D_15389,Promoter (<=1kb),3,21709170,21711381,2212,1,AT3G58690,0
3,15680428,15680815,388,*,7.42,7.88,6.75,1.14,1.56e-7,6.91e-7,E50h_GM3D_13970,Promoter (<=1kb),3,15678861,15679850,990,2,AT3G43830,-578
4,8550045,8550822,778,*,9.42,9.04,9.72,-0.68,1.56e-7,6.91e-7,E50h_GM3D_17193,Promoter (<=1kb),4,8548492,8550453,1962,2,AT4G14960,0
2,15763235,15765838,2604,*,10.58,10.79,10.33,0.46,1.56e-7,6.92e-7,E50h_GM3D_9932,Promoter (<=1kb),2,15761300,15763383,2084,2,AT2G37570,0
1,16445081,16445827,747,*,7.61,7.01,8.04,-1.03,1.56e-7,6.92e-7,E50h_GM3D_3342,Promoter (1-2kb),1,16443685,16446886,3202,2,AT1G43650,1059
1,4218452,4218847,396,*,7.21,7.68,6.5,1.19,1.56e-7,6.93e-7,E50h_GM3D_1001,Promoter (1-2kb),1,4220100,4221774,1675,1,AT1G12390,-1253
1,26458564,26458849,286,*,6.85,7.38,6.02,1.36,1.57e-7,6.95e-7,E50h_GM3D_5689,Promoter (<=1kb),1,26456844,26459450,2607,2,AT1G70260,601
1,18838753,18839507,755,*,8.29,8.66,7.77,0.89,1.58e-7,7e-7,E50h_GM3D_3857,Promoter (<=1kb),1,18839107,18844559,5453,1,AT1G50840,0
3,13035574,13035966,393,*,6.82,7.36,5.95,1.41,1.59e-7,7.05e-7,E50h_GM3D_13859,Promoter (<=1kb),3,13035628,13036373,746,1,AT3G32035,0
1,28077325,28077588,264,*,6.5,7.09,5.5,1.59,1.59e-7,7.05e-7,E50h_GM3D_6116,Promoter (1-2kb),1,28078857,28079987,1131,1,AT1G74730,-1269
4,13708608,13710773,2166,*,10.79,11,10.55,0.45,1.59e-7,7.06e-7,E50h_GM3D_18470,Promoter (<=1kb),4,13707240,13709149,1910,2,AT4G27410,0
1,11444778,11445920,1143,*,9.36,9,9.65,-0.65,1.6e-7,7.07e-7,E50h_GM3D_2850,Promoter (<=1kb),1,11445490,11450189,4700,1,AT1G31880,0
2,4525582,4526103,522,*,6.6,7.18,5.64,1.53,1.61e-7,7.12e-7,E50h_GM3D_7400,Promoter (<=1kb),2,4526980,4529724,2745,1,AT2G11350,-877
3,849754,850429,676,*,7.44,6.73,7.91,-1.18,1.62e-7,7.16e-7,E50h_GM3D_11198,Promoter (1-2kb),3,850108,851590,1483,2,AT3G03550,1161
3,11402693,11403013,321,*,6.3,6.91,5.23,1.68,1.62e-7,7.17e-7,E50h_GM3D_13754,Promoter (2-3kb),3,11405081,11406287,1207,1,AT3G29595,-2068
2,12519887,12520977,1091,*,8.61,8.06,9,-0.95,1.62e-7,7.19e-7,E50h_GM3D_9066,Promoter (2-3kb),2,12523342,12524109,768,1,AT2G29125,-2365
4,9469548,9470567,1020,*,8.48,7.98,8.85,-0.86,1.63e-7,7.2e-7,E50h_GM3D_17425,Promoter (<=1kb),4,9470385,9472594,2210,1,AT4G16830,0
5,8376314,8376832,519,*,9.63,9.92,9.28,0.64,1.63e-7,7.2e-7,E50h_GM3D_21837,Promoter (2-3kb),5,8378833,8383401,4569,1,AT5G24530,-2001
1,9799958,9801306,1349,*,8.4,7.92,8.76,-0.84,1.63e-7,7.21e-7,E50h_GM3D_2397,Promoter (<=1kb),1,9801082,9804394,3313,1,AT1G28100,0
5,17564789,17565099,311,*,6.3,5.23,6.9,-1.68,1.63e-7,7.22e-7,E50h_GM3D_23170,Promoter (<=1kb),5,17564738,17568802,4065,1,AT5G43740,51
5,25088053,25088816,764,*,8.72,9.07,8.26,0.81,1.63e-7,7.22e-7,E50h_GM3D_25146,Promoter (<=1kb),5,25088694,25089620,927,2,AT5G62480,804
5,22533880,22534350,471,*,8.59,8.93,8.16,0.77,1.63e-7,7.23e-7,E50h_GM3D_24478,Promoter (<=1kb),5,22533159,22534117,959,2,AT5G55640,0
2,13862881,13863196,316,*,6.66,7.21,5.75,1.46,1.64e-7,7.24e-7,E50h_GM3D_9417,Promoter (<=1kb),2,13859769,13862614,2846,2,AT2G32680,-267
3,3697266,3698990,1725,*,11.39,11.61,11.13,0.48,1.64e-7,7.26e-7,E50h_GM3D_11881,Promoter (<=1kb),3,3698839,3701493,2655,1,AT3G11700,0
3,6164015,6164807,793,*,8.59,8.16,8.93,-0.76,1.65e-7,7.28e-7,E50h_GM3D_12505,Promoter (<=1kb),3,6165449,6167515,2067,1,AT3G18020,-642
4,15876493,15878347,1855,*,9.94,9.57,10.24,-0.67,1.65e-7,7.29e-7,E50h_GM3D_19010,Promoter (1-2kb),4,15875470,15876762,1293,1,AT4G32890,1023
2,13931233,13931410,178,*,6.04,6.7,4.82,1.88,1.66e-7,7.33e-7,E50h_GM3D_9437,Promoter (<=1kb),2,13931166,13931453,288,2,AT2G32835,43
3,23184786,23186233,1448,*,10.25,10.49,9.97,0.52,1.67e-7,7.37e-7,E50h_GM3D_15751,Promoter (<=1kb),3,23185348,23186701,1354,2,AT3G62690,468
2,12143341,12143751,411,*,8.84,9.22,8.33,0.9,1.68e-7,7.43e-7,E50h_GM3D_8957,Promoter (<=1kb),2,12139580,12143465,3886,2,AT2G28390,0
5,26318860,26319547,688,*,7.07,7.59,6.25,1.34,1.68e-7,7.43e-7,E50h_GM3D_25480,Distal Intergenic,5,26322948,26324578,1631,1,AT5G65790,-3401
1,7374992,7375523,532,*,8.21,8.59,7.7,0.89,1.69e-7,7.44e-7,E50h_GM3D_1782,Promoter (<=1kb),1,7374210,7375789,1580,1,AT1G21065,782
4,11560201,11561147,947,*,8.41,7.92,8.77,-0.85,1.69e-7,7.48e-7,E50h_GM3D_17911,Promoter (<=1kb),4,11561229,11563950,2722,1,AT4G21760,-82
2,5951545,5952256,712,*,8.15,8.52,7.64,0.88,1.7e-7,7.48e-7,E50h_GM3D_7486,Promoter (<=1kb),2,5951887,5953155,1269,1,AT2G14110,0
5,8270458,8271307,850,*,8.96,8.54,9.29,-0.76,1.7e-7,7.5e-7,E50h_GM3D_21808,Promoter (2-3kb),5,8273546,8276526,2981,1,AT5G24310,-2239
5,21154750,21155222,473,*,9.6,9.9,9.23,0.66,1.7e-7,7.51e-7,E50h_GM3D_24086,Promoter (<=1kb),5,21152214,21154244,2031,2,AT5G52060,-506
5,23292566,23292948,383,*,6.81,5.93,7.36,-1.43,1.72e-7,7.57e-7,E50h_GM3D_24687,Distal Intergenic,5,23289164,23289556,393,2,AT5G57510,-3010
1,24359012,24359819,808,*,8.68,9.06,8.17,0.89,1.73e-7,7.61e-7,E50h_GM3D_5126,Promoter (<=1kb),1,24359453,24360081,629,1,AT1G65510,0
5,460439,461937,1499,*,9.07,8.62,9.41,-0.79,1.73e-7,7.64e-7,E50h_GM3D_19871,Promoter (1-2kb),5,463158,465246,2089,1,AT5G02260,-1221
5,22896487,22897713,1227,*,9.53,9.17,9.82,-0.64,1.73e-7,7.64e-7,E50h_GM3D_24571,Promoter (<=1kb),5,22895616,22896653,1038,2,AT5G56550,0
3,9394395,9394705,311,*,7.64,7.03,8.07,-1.04,1.75e-7,7.71e-7,E50h_GM3D_13291,Promoter (<=1kb),3,9393511,9394334,824,2,AT3G25727,-61
3,20153339,20153498,160,*,5.41,6.21,3.46,2.75,1.75e-7,7.7300000000000005e-07,E50h_GM3D_15011,"Exon (AT3G54440.3/AT3G54440, exon 8 of 17)",3,20148292,20157138,8847,2,AT3G54440,3640
2,5708635,5709570,936,*,8.2,8.58,7.69,0.89,1.75e-7,7.7300000000000005e-07,E50h_GM3D_7463,Promoter (<=1kb),2,5706507,5708957,2451,2,AT2G13690,0
3,17862307,17862733,427,*,6.94,7.48,6.06,1.42,1.76e-7,7.74e-7,E50h_GM3D_14389,Promoter (1-2kb),3,17863754,17865925,2172,1,AT3G48235,-1021
4,12393821,12394566,746,*,8.82,8.38,9.16,-0.77,1.76e-7,7.75e-7,E50h_GM3D_18121,Promoter (<=1kb),4,12392370,12393982,1613,2,AT4G23810,0
5,17438880,17439400,521,*,7.44,7.89,6.78,1.11,1.76e-7,7.76e-7,E50h_GM3D_23141,Promoter (<=1kb),5,17440088,17445889,5802,1,AT5G43415,-688
5,21970811,21972312,1502,*,9.38,8.99,9.68,-0.69,1.76e-7,7.77e-7,E50h_GM3D_24325,Promoter (<=1kb),5,21972465,21973083,619,1,AT5G54145,-153
2,15155211,15155899,689,*,8.7,8.28,9.02,-0.75,1.77e-7,7.8e-7,E50h_GM3D_9759,Promoter (2-3kb),2,15158561,15159639,1079,1,AT2G36090,-2662
1,5731677,5733159,1483,*,9.32,9.61,8.95,0.66,1.77e-7,7.8e-7,E50h_GM3D_1389,Promoter (<=1kb),1,5729097,5731870,2774,2,AT1G16750,0
1,29098409,29102405,3997,*,11.73,11.94,11.47,0.47,1.78e-7,7.82e-7,E50h_GM3D_6384,Promoter (<=1kb),1,29099954,29101261,1308,1,AT1G77450,0
5,1529916,1531022,1107,*,8.13,7.63,8.5,-0.87,1.78e-7,7.82e-7,E50h_GM3D_20140,Promoter (1-2kb),5,1527975,1530062,2088,1,AT5G05160,1941
4,13873773,13873959,187,*,5.66,4.2,6.38,-2.18,1.78e-7,7.83e-7,E50h_GM3D_18503,Promoter (<=1kb),4,13872079,13873907,1829,2,AT4G27852,0
2,16901555,16901991,437,*,6.95,7.48,6.1,1.39,1.78e-7,7.83e-7,E50h_GM3D_10238,Promoter (1-2kb),2,16902304,16903652,1349,2,AT2G40470,1661
4,7370471,7371273,803,*,8.41,7.93,8.77,-0.84,1.79e-7,7.87e-7,E50h_GM3D_16886,Promoter (1-2kb),4,7365257,7368730,3474,2,AT4G12432,-1741
1,7723988,7724881,894,*,8.16,8.57,7.59,0.99,1.79e-7,7.89e-7,E50h_GM3D_1875,Promoter (<=1kb),1,7723259,7723954,696,2,AT1G21950,-34
5,2377424,2377668,245,*,5.86,6.56,4.44,2.12,1.8e-7,7.91e-7,E50h_GM3D_20353,Promoter (1-2kb),5,2377710,2378829,1120,2,AT5G07510,1161
5,18428981,18430595,1615,*,9.81,9.47,10.09,-0.62,1.8e-7,7.91e-7,E50h_GM3D_23383,Promoter (<=1kb),5,18426104,18429090,2987,2,AT5G45480,0
1,5713460,5714233,774,*,8.59,8.94,8.13,0.81,1.8e-7,7.91e-7,E50h_GM3D_1386,Promoter (<=1kb),1,5714219,5722614,8396,1,AT1G16710,0
4,10843928,10844094,167,*,6.15,6.79,4.99,1.8,1.8e-7,7.91e-7,E50h_GM3D_17756,Promoter (1-2kb),4,10841983,10844124,2142,1,AT4G20010,1945
4,17874723,17876238,1516,*,9.22,8.85,9.52,-0.67,1.8e-7,7.92e-7,E50h_GM3D_19563,Promoter (<=1kb),4,17873485,17874804,1320,2,AT4G38060,0
1,7664716,7665388,673,*,8.95,8.52,9.29,-0.77,1.81e-7,7.96e-7,E50h_GM3D_1858,Promoter (<=1kb),1,7665664,7665936,273,1,AT1G21835,-276
3,23158857,23159899,1043,*,9.52,9.79,9.19,0.6,1.81e-7,7.96e-7,E50h_GM3D_15741,Promoter (<=1kb),3,23159776,23161854,2079,1,AT3G62620,0
1,7757415,7758818,1404,*,8.28,7.76,8.67,-0.91,1.81e-7,7.96e-7,E50h_GM3D_1882,Promoter (1-2kb),1,7759164,7760556,1393,2,AT1G22030,1738
4,9084738,9084957,220,*,6.04,6.7,4.8,1.91,1.81e-7,7.96e-7,E50h_GM3D_17307,Promoter (1-2kb),4,9083447,9084727,1281,1,AT4G16030,1291
5,14936452,14936835,384,*,6.92,5.96,7.49,-1.53,1.82e-7,7.99e-7,E50h_GM3D_22552,Promoter (<=1kb),5,14933336,14935841,2506,2,AT5G37600,-611
2,7862303,7863122,820,*,8.74,8.31,9.07,-0.76,1.83e-7,8.03e-7,E50h_GM3D_7839,Promoter (1-2kb),2,7864314,7867766,3453,1,AT2G18090,-1192
2,15790310,15790744,435,*,7.63,6.99,8.07,-1.08,1.83e-7,8.03e-7,E50h_GM3D_9943,Promoter (<=1kb),2,15787705,15789853,2149,2,AT2G37640,-457
5,1784692,1785380,689,*,7.64,7.01,8.07,-1.06,1.84e-7,8.06e-7,E50h_GM3D_20202,Promoter (<=1kb),5,1785927,1788436,2510,1,AT5G05940,-547
1,22364412,22364879,468,*,6.86,6.01,7.39,-1.38,1.84e-7,8.08e-7,E50h_GM3D_4641,Promoter (<=1kb),1,22362293,22363854,1562,2,AT1G60750,-558
4,18486291,18488446,2156,*,10.81,11.02,10.56,0.46,1.85e-7,8.1e-7,E50h_GM3D_19719,Promoter (<=1kb),4,18484875,18486365,1491,2,AT4G39838,0
5,1294523,1295136,614,*,8.31,7.74,8.71,-0.97,1.86e-7,8.14e-7,E50h_GM3D_20084,Promoter (<=1kb),5,1291822,1293688,1867,2,AT5G04530,-835
1,13229956,13230373,418,*,7,7.51,6.19,1.32,1.86e-7,8.15e-7,E50h_GM3D_3194,Promoter (<=1kb),1,13227324,13229796,2473,2,AT1G35730,-160
3,17064325,17065090,766,*,7.31,7.78,6.61,1.16,1.87e-7,8.18e-7,E50h_GM3D_14219,Promoter (<=1kb),3,17064271,17065121,851,1,AT3G46384,54
5,18527188,18528585,1398,*,9.9,10.15,9.61,0.54,1.87e-7,8.2e-7,E50h_GM3D_23403,Promoter (<=1kb),5,18528494,18530450,1957,1,AT5G45670,0
2,5586200,5586757,558,*,7.43,7.87,6.78,1.09,1.87e-7,8.2e-7,E50h_GM3D_7450,Promoter (<=1kb),2,5586485,5587562,1078,2,AT2G13420,805
1,21999432,22000109,678,*,7.62,6.94,8.08,-1.15,1.89e-7,8.29e-7,E50h_GM3D_4548,Promoter (1-2kb),1,22001504,22003385,1882,1,AT1G59790,-1395
1,5128798,5129155,358,*,7.48,7.96,6.77,1.19,1.89e-7,8.29e-7,E50h_GM3D_1251,Promoter (<=1kb),1,5128375,5129523,1149,2,AT1G14870,368
5,26220240,26222137,1898,*,10.41,10.63,10.14,0.48,1.9e-7,8.32e-7,E50h_GM3D_25454,Promoter (<=1kb),5,26221634,26221707,74,2,AT5G65615,0
3,548874,549129,256,*,7.48,7.93,6.83,1.1,1.9e-7,8.33e-7,E50h_GM3D_11124,Promoter (<=1kb),3,549340,550553,1214,1,AT3G02590,-211
1,25621675,25622199,525,*,8.65,9,8.2,0.8,1.9e-7,8.33e-7,E50h_GM3D_5439,Promoter (<=1kb),1,25621678,25622412,735,2,AT1G68360,213
3,15753081,15753565,485,*,7.37,7.83,6.68,1.15,1.9e-7,8.34e-7,E50h_GM3D_13977,Promoter (<=1kb),3,15753548,15760859,7312,1,AT3G43920,0
5,8423189,8423689,501,*,9.03,9.33,8.64,0.68,1.91e-7,8.37e-7,E50h_GM3D_21850,Promoter (<=1kb),5,8421624,8423499,1876,2,AT5G24600,0
2,8932111,8933864,1754,*,10.65,10.86,10.39,0.47,1.92e-7,8.4e-7,E50h_GM3D_8114,Promoter (<=1kb),2,8932716,8933262,547,2,AT2G20724,0
5,2689148,2689741,594,*,8.5,8.84,8.06,0.78,1.93e-7,8.43e-7,E50h_GM3D_20423,Promoter (<=1kb),5,2689713,2690974,1262,1,AT5G08360,0
3,19228903,19229530,628,*,7.7,7.12,8.12,-1,1.93e-7,8.43e-7,E50h_GM3D_14771,Promoter (<=1kb),3,19225360,19229163,3804,2,AT3G51840,0
3,18024343,18024913,571,*,7.47,7.92,6.82,1.1,1.93e-7,8.44e-7,E50h_GM3D_14433,Promoter (<=1kb),3,18024663,18026149,1487,1,AT3G48650,0
1,23515564,23515916,353,*,8.25,8.63,7.73,0.91,1.93e-7,8.45e-7,E50h_GM3D_4915,Promoter (<=1kb),1,23515874,23518910,3037,1,AT1G63420,0
2,1797650,1798121,472,*,7.08,7.57,6.32,1.24,1.93e-7,8.45e-7,E50h_GM3D_7142,Promoter (<=1kb),2,1798155,1799102,948,1,AT2G05060,-34
1,14002229,14002536,308,*,6.89,7.42,6.02,1.4,1.93e-7,8.45e-7,E50h_GM3D_3266,Promoter (1-2kb),1,14003866,14005502,1637,1,AT1G36940,-1330
1,8241628,8242808,1181,*,9,9.32,8.59,0.73,1.94e-7,8.47e-7,E50h_GM3D_2027,Promoter (<=1kb),1,8242423,8244403,1981,1,AT1G23220,0
1,26434357,26435818,1462,*,9.61,9.26,9.89,-0.62,1.94e-7,8.47e-7,E50h_GM3D_5682,Promoter (<=1kb),1,26432297,26434400,2104,2,AT1G70200,0
5,19317479,19317758,280,*,7.9,8.32,7.32,1,1.94e-7,8.49e-7,E50h_GM3D_23626,Promoter (<=1kb),5,19316132,19317522,1391,2,AT5G47680,0
5,20368768,20369287,520,*,7.74,8.15,7.14,1.01,1.95e-7,8.51e-7,E50h_GM3D_23880,Promoter (<=1kb),5,20369851,20371094,1244,1,AT5G50090,-564
2,17357357,17358137,781,*,10,10.25,9.7,0.55,1.96e-7,8.56e-7,E50h_GM3D_10357,Promoter (<=1kb),2,17355331,17357598,2268,2,AT2G41630,0
3,20121319,20121666,348,*,7.22,7.7,6.48,1.22,1.96e-7,8.57e-7,E50h_GM3D_15002,Promoter (<=1kb),3,20119173,20121170,1998,2,AT3G54340,-149
2,11984110,11984628,519,*,7.55,6.91,7.98,-1.07,1.96e-7,8.57e-7,E50h_GM3D_8914,Promoter (1-2kb),2,11985687,11987738,2052,1,AT2G28120,-1059
1,17762800,17763011,212,*,6.61,7.18,5.65,1.53,1.96e-7,8.58e-7,E50h_GM3D_3607,Promoter (2-3kb),1,17760142,17761998,1857,1,AT1G48095,2658
2,13807343,13808983,1641,*,9.75,9.44,10.01,-0.58,1.97e-7,8.59e-7,E50h_GM3D_9406,Promoter (<=1kb),2,13805519,13807536,2018,2,AT2G32520,0
5,22602104,22602380,277,*,6.75,7.32,5.79,1.52,1.97e-7,8.61e-7,E50h_GM3D_24496,Promoter (<=1kb),5,22603372,22605268,1897,1,AT5G55850,-992
1,27931233,27931495,263,*,6.67,7.21,5.78,1.43,1.98e-7,8.63e-7,E50h_GM3D_6075,Promoter (<=1kb),1,27931836,27934268,2433,1,AT1G74290,-341
3,11279241,11279516,276,*,7.26,7.73,6.56,1.17,1.98e-7,8.63e-7,E50h_GM3D_13738,Promoter (<=1kb),3,11280151,11281894,1744,1,AT3G29375,-635
4,4866240,4866886,647,*,7.84,8.25,7.27,0.98,1.98e-7,8.65e-7,E50h_GM3D_16421,Promoter (<=1kb),4,4866554,4868343,1790,1,AT4G08035,0
5,21407975,21409276,1302,*,9.68,9.37,9.94,-0.56,1.99e-7,8.66e-7,E50h_GM3D_24151,Promoter (1-2kb),5,21410852,21412340,1489,1,AT5G52830,-1576
2,2360197,2360475,279,*,6.41,5.39,7,-1.6,1.99e-7,8.67e-7,E50h_GM3D_7237,Promoter (1-2kb),2,2358727,2359113,387,1,AT2G06045,1470
4,18406123,18406828,706,*,8.65,9,8.19,0.8,2.02e-7,8.79e-7,E50h_GM3D_19697,Promoter (<=1kb),4,18406765,18409564,2800,1,AT4G39660,0
3,22629992,22630682,691,*,8.74,9.06,8.32,0.75,2.02e-7,8.8e-7,E50h_GM3D_15608,Promoter (<=1kb),3,22630608,22635123,4516,1,AT3G61150,0
3,10881661,10882113,453,*,7.64,6.99,8.08,-1.09,2.02e-7,8.81e-7,E50h_GM3D_13646,"Exon (AT3G28865.1/AT3G28865, exon 1 of 1)",3,10870038,10877506,7469,2,AT3G28860,-4155
4,16090557,16091998,1442,*,10.73,10.94,10.48,0.46,2.02e-7,8.82e-7,E50h_GM3D_19054,Promoter (<=1kb),4,16086311,16090777,4467,2,AT4G33430,0
3,18854840,18855730,891,*,8.31,7.83,8.68,-0.85,2.04e-7,8.89e-7,E50h_GM3D_14659,Promoter (1-2kb),3,18855161,18856884,1724,2,AT3G50740,1154
2,2192199,2192406,208,*,6.03,6.69,4.79,1.9,2.06e-7,8.97e-7,E50h_GM3D_7197,Downstream (1-2kb),2,2193600,2196125,2526,2,AT2G05780,3719
2,784727,785820,1094,*,9.28,9.57,8.93,0.63,2.06e-7,8.97e-7,E50h_GM3D_6928,Promoter (<=1kb),2,781847,784646,2800,2,AT2G02780,-81
3,6491131,6491853,723,*,8.55,8.11,8.89,-0.78,2.06e-7,8.98e-7,E50h_GM3D_12588,Promoter (<=1kb),3,6488862,6491273,2412,2,AT3G18830,0
3,17727713,17728555,843,*,8.85,9.17,8.45,0.71,2.09e-7,9.09e-7,E50h_GM3D_14360,Promoter (<=1kb),3,17725410,17727954,2545,2,AT3G48030,0
5,17287964,17288850,887,*,8.15,7.58,8.55,-0.97,2.09e-7,9.12e-7,E50h_GM3D_23112,Promoter (<=1kb),5,17289100,17289776,677,2,AT5G43070,926
5,19133061,19133255,195,*,6.44,5.32,7.06,-1.74,2.1e-7,9.16e-7,E50h_GM3D_23572,Promoter (<=1kb),5,19129640,19132283,2644,2,AT5G47100,-778
5,7477816,7478811,996,*,9.23,9.52,8.85,0.67,2.11e-7,9.17e-7,E50h_GM3D_21615,Promoter (<=1kb),5,7474810,7477941,3132,2,AT5G22510,0
2,17244147,17244526,380,*,6.98,6.2,7.48,-1.28,2.11e-7,9.2e-7,E50h_GM3D_10334,Distal Intergenic,2,17237745,17240440,2696,2,AT2G41370,-3707
5,13834723,13834989,267,*,6.29,6.91,5.2,1.7,2.12e-7,9.21e-7,E50h_GM3D_22406,Promoter (<=1kb),5,13834633,13835606,974,1,AT5G35640,90
1,22064303,22065271,969,*,8.22,7.74,8.58,-0.84,2.12e-7,9.22e-7,E50h_GM3D_4560,Promoter (1-2kb),1,22065617,22066973,1357,2,AT1G59940,1702
4,14953894,14954388,495,*,9.24,9.58,8.8,0.78,2.12e-7,9.24e-7,E50h_GM3D_18804,Promoter (<=1kb),4,14954320,14954968,649,1,AT4G30650,0
5,6260739,6261416,678,*,9.11,9.41,8.74,0.68,2.13e-7,9.25e-7,E50h_GM3D_21303,Promoter (<=1kb),5,6258295,6260929,2635,2,AT5G18760,0
1,19429302,19429756,455,*,8.22,7.72,8.59,-0.87,2.13e-7,9.27e-7,E50h_GM3D_3966,Promoter (<=1kb),1,19430078,19430277,200,2,AT1G52185,521
1,19419794,19420329,536,*,7.81,7.23,8.23,-1,2.14e-7,9.28e-7,E50h_GM3D_3960,Promoter (2-3kb),1,19417666,19419853,2188,1,AT1G52155,2128
4,9900644,9901330,687,*,9.02,8.64,9.33,-0.68,2.15e-7,9.33e-7,E50h_GM3D_17516,Distal Intergenic,4,9895290,9896668,1379,2,AT4G17800,-3976
4,5406931,5407547,617,*,8.29,8.65,7.81,0.84,2.15e-7,9.35e-7,E50h_GM3D_16477,Promoter (<=1kb),4,5403753,5407301,3549,2,AT4G08500,0
